	ubx_m100_FILTER_LEN11_99	ubx_m10_FILTER_LEN11_9	ubx_m11_FILTER_LEN11_10	ubx_m12_FILTER_LEN11_11	ubx_m13_FILTER_LEN11_12	ubx_m14_FILTER_LEN11_13	ubx_m15_FILTER_LEN11_14	ubx_m16_FILTER_LEN11_15	ubx_m17_FILTER_LEN11_16	ubx_m18_FILTER_LEN11_17	ubx_m19_FILTER_LEN11_18	ubx_m1_FILTER_LEN11_0	ubx_m20_FILTER_LEN11_19	ubx_m21_FILTER_LEN11_20	ubx_m22_FILTER_LEN11_21	ubx_m23_FILTER_LEN11_22	ubx_m24_FILTER_LEN11_23	ubx_m25_FILTER_LEN11_24	ubx_m26_FILTER_LEN11_25	ubx_m27_FILTER_LEN11_26	ubx_m28_FILTER_LEN11_27	ubx_m29_FILTER_LEN11_28	ubx_m2_FILTER_LEN11_1	ubx_m30_FILTER_LEN11_29	ubx_m31_FILTER_LEN11_30	ubx_m32_FILTER_LEN11_31	ubx_m33_FILTER_LEN11_32	ubx_m34_FILTER_LEN11_33	ubx_m35_FILTER_LEN11_34	ubx_m36_FILTER_LEN11_35	ubx_m37_FILTER_LEN11_36	ubx_m38_FILTER_LEN11_37	ubx_m39_FILTER_LEN11_38	ubx_m3_FILTER_LEN11_2	ubx_m40_FILTER_LEN11_39	ubx_m41_FILTER_LEN11_40	ubx_m42_FILTER_LEN11_41	ubx_m43_FILTER_LEN11_42	ubx_m44_FILTER_LEN11_43	ubx_m45_FILTER_LEN11_44	ubx_m46_FILTER_LEN11_45	ubx_m47_FILTER_LEN11_46	ubx_m48_FILTER_LEN11_47	ubx_m49_FILTER_LEN11_48	ubx_m4_FILTER_LEN11_3	ubx_m50_FILTER_LEN11_49	ubx_m51_FILTER_LEN11_50	ubx_m52_FILTER_LEN11_51	ubx_m53_FILTER_LEN11_52	ubx_m54_FILTER_LEN11_53	ubx_m55_FILTER_LEN11_54	ubx_m56_FILTER_LEN11_55	ubx_m57_FILTER_LEN11_56	ubx_m58_FILTER_LEN11_57	ubx_m59_FILTER_LEN11_58	ubx_m5_FILTER_LEN11_4	ubx_m60_FILTER_LEN11_59	ubx_m61_FILTER_LEN11_60	ubx_m62_FILTER_LEN11_61	ubx_m63_FILTER_LEN11_62	ubx_m64_FILTER_LEN11_63	ubx_m65_FILTER_LEN11_64	ubx_m66_FILTER_LEN11_65	ubx_m67_FILTER_LEN11_66	ubx_m68_FILTER_LEN11_67	ubx_m69_FILTER_LEN11_68	ubx_m6_FILTER_LEN11_5	ubx_m70_FILTER_LEN11_69	ubx_m71_FILTER_LEN11_70	ubx_m72_FILTER_LEN11_71	ubx_m73_FILTER_LEN11_72	ubx_m74_FILTER_LEN11_73	ubx_m75_FILTER_LEN11_74	ubx_m76_FILTER_LEN11_75	ubx_m77_FILTER_LEN11_76	ubx_m78_FILTER_LEN11_77	ubx_m79_FILTER_LEN11_78	ubx_m7_FILTER_LEN11_6	ubx_m80_FILTER_LEN11_79	ubx_m81_FILTER_LEN11_80	ubx_m82_FILTER_LEN11_81	ubx_m83_FILTER_LEN11_82	ubx_m84_FILTER_LEN11_83	ubx_m85_FILTER_LEN11_84	ubx_m86_FILTER_LEN11_85	ubx_m87_FILTER_LEN11_86	ubx_m88_FILTER_LEN11_87	ubx_m89_FILTER_LEN11_88	ubx_m8_FILTER_LEN11_7	ubx_m90_FILTER_LEN11_89	ubx_m91_FILTER_LEN11_90	ubx_m92_FILTER_LEN11_91	ubx_m93_FILTER_LEN11_92	ubx_m94_FILTER_LEN11_93	ubx_m95_FILTER_LEN11_94	ubx_m96_FILTER_LEN11_95	ubx_m97_FILTER_LEN11_96	ubx_m98_FILTER_LEN11_97	ubx_m99_FILTER_LEN11_98	ubx_m9_FILTER_LEN11_8
ubx_m38_FILTER_LEN11_37	1	0.405854	0.48698	0.523785	0.522384	1	0.378048	0.447182	1	0.445302	0.526182	1	1	1	0.363397	1	0.264785	1	0.449479	1	1	0.430397	1	0.470019	0.280032	1	1	0.469935	0.355609	0.320845	0.408914	0	1	0.429001	0.419476	0.566168	1	0.388514	1	0.406169	1	0.372176	0.246657	0.347802	0.459913	1	0.502391	0.14353	0.283215	0.347869	0.52043	1	0.515007	0.433108	0.375159	1	0.340294	1	1	1	0.44375	0.504914	0.453708	1	1	0.53795	1	0.287731	1	0.416478	0.45225	0.410435	1	0.371926	0.382908	1	1	0.398915	1	1	1	1	0.610428	0.301425	0.42652	0.447605	0.343311	0.418178	0.629622	1	0.566789	0.297603	0.441614	0.424088	0.431605	0.217528	1	0.371111	1	0.556211
ubx_m39_FILTER_LEN11_38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m3_FILTER_LEN11_2	1	0.376472	0.451868	0.276361	0.486153	1	0.624038	0.469853	1	0.433179	0.298107	1	1	1	0.456054	1	0.560333	1	0.46729	1	1	0.511951	1	0.601196	0.410535	1	1	0.581516	0.325596	0.445563	0.408301	0.429001	1	0	0.262682	0.415536	1	0.282964	1	0.434889	1	0.478349	0.537299	0.523898	0.549249	1	0.478949	0.470017	0.515203	0.265444	0.359009	1	0.529939	0.399225	0.505934	1	0.427522	1	1	1	0.396046	0.473904	0.129202	1	1	0.5496	1	0.576842	1	0.072865	0.418433	0.497977	1	0.544871	0.491859	1	1	0.122445	1	1	1	1	0.561133	0.448597	0.551098	0.248394	0.425871	0.553182	0.459008	1	0.538915	0.313241	0.531978	0.564901	0.504652	0.478595	1	0.415327	1	0.52557
ubx_m40_FILTER_LEN11_39	1	0.103228	0.500511	0.099135	0.50212	1	0.491216	0.223559	1	0.59533	0.14434	1	1	1	0.447867	1	0.592151	1	0.392064	1	1	0.316471	1	0.559762	0.40293	1	1	0.66323	0.414267	0.47793	0.558121	0.419476	1	0.262682	0	0.229938	1	0.413296	1	0.458425	1	0.444571	0.472644	0.441116	0.266035	1	0.504204	0.437601	0.512535	0.160749	0.461622	1	0.501801	0.522571	0.412968	1	0.52833	1	1	1	0.521282	0.481786	0.267115	1	1	0.504688	1	0.472008	1	0.223642	0.609418	0.263394	1	0.364691	0.310616	1	1	0.31121	1	1	1	1	0.539742	0.554959	0.459951	0.068407	0.286203	0.502872	0.300298	1	0.543742	0.439648	0.444753	0.53214	0.355772	0.520796	1	0.50212	1	0.573684
ubx_m41_FILTER_LEN11_40	1	0.266497	0.533636	0.206194	0.506307	1	0.516719	0.115809	1	0.590811	0.296684	1	1	1	0.483275	1	0.639479	1	0.454336	1	1	0.54935	1	0.593959	0.592179	1	1	0.526907	0.612905	0.60974	0.589166	0.566168	1	0.415536	0.229938	0	1	0.581103	1	0.528993	1	0.555374	0.567323	0.370789	0.32865	1	0.58312	0.560828	0.528659	0.336806	0.548997	1	0.535074	0.597951	0.500416	1	0.590716	1	1	1	0.527378	0.567413	0.392786	1	1	0.575999	1	0.58883	1	0.337799	0.661662	0.490375	1	0.526594	0.460874	1	1	0.376737	1	1	1	1	0.454943	0.582417	0.613024	0.210004	0.273005	0.529608	0.097809	1	0.540168	0.450999	0.393524	0.505403	0.555375	0.507724	1	0.605923	1	0.51158
ubx_m42_FILTER_LEN11_41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m43_FILTER_LEN11_42	1	0.456988	0.438762	0.475608	0.601597	1	0.589571	0.452645	1	0.443067	0.48669	1	1	1	0.493774	1	0.526262	1	0.461844	1	1	0.518927	1	0.604967	0.403238	1	1	0.557436	0.418246	0.467673	0.437816	0.388514	1	0.282964	0.413296	0.581103	1	0	1	0.582782	1	0.521558	0.48575	0.48854	0.544591	1	0.453287	0.440219	0.527444	0.362632	0.546241	1	0.583874	0.334732	0.577551	1	0.369711	1	1	1	0.464424	0.65628	0.377362	1	1	0.618233	1	0.594875	1	0.378904	0.622924	0.569298	1	0.590061	0.51935	1	1	0.398398	1	1	1	1	0.642311	0.538521	0.408291	0.440302	0.432705	0.493559	0.596009	1	0.491397	0.340415	0.543462	0.537789	0.575397	0.364567	1	0.40906	1	0.451045
ubx_m44_FILTER_LEN11_43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m45_FILTER_LEN11_44	1	0.38349	0.566687	0.494118	0.59974	1	0.361471	0.512777	1	0.37848	0.540983	1	1	1	0.589561	1	0.469124	1	0.397645	1	1	0.495118	1	0.452585	0.404377	1	1	0.598538	0.499402	0.49379	0.45211	0.406169	1	0.434889	0.458425	0.528993	1	0.582782	1	0	1	0.373032	0.522508	0.552932	0.621048	1	0.473858	0.422253	0.482598	0.468158	0.350531	1	0.38918	0.389571	0.525843	1	0.523103	1	1	1	0.581341	0.449979	0.33684	1	1	0.472729	1	0.523695	1	0.415628	0.579876	0.472406	1	0.514862	0.561429	1	1	0.446362	1	1	1	1	0.479125	0.551151	0.474297	0.47198	0.466035	0.19912	0.606467	1	0.501788	0.592998	0.608618	0.37689	0.421157	0.363984	1	0.419622	1	0.541105
ubx_m46_FILTER_LEN11_45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m47_FILTER_LEN11_46	1	0.393671	0.525063	0.582646	0.302021	1	0.380811	0.338065	1	0.375778	0.52282	1	1	1	0.463907	1	0.44221	1	0.281053	1	1	0.232204	1	0.353099	0.379272	1	1	0.591221	0.412552	0.340677	0.423139	0.372176	1	0.478349	0.444571	0.555374	1	0.521558	1	0.373032	1	0	0.312782	0.415614	0.4003	1	0.389282	0.36435	0.332064	0.332774	0.198392	1	0.356216	0.398754	0.396349	1	0.29444	1	1	1	0.408849	0.446109	0.494794	1	1	0.342819	1	0.238053	1	0.483188	0.473151	0.204922	1	0.277695	0.14025	1	1	0.470919	1	1	1	1	0.406071	0.44784	0.450356	0.503401	0.129324	0.398582	0.622102	1	0.431197	0.417782	0.422493	0.359395	0.267914	0.313415	1	0.324013	1	0.554779
ubx_m48_FILTER_LEN11_47	1	0.481631	0.527154	0.608792	0.336903	1	0.382304	0.409262	1	0.455649	0.532764	1	1	1	0.379794	1	0.184962	1	0.38408	1	1	0.242839	1	0.448058	0.368166	1	1	0.47455	0.270039	0.299751	0.393006	0.246657	1	0.537299	0.472644	0.567323	1	0.48575	1	0.522508	1	0.312782	0	0.25788	0.418385	1	0.391336	0.319637	0.243377	0.426371	0.410894	1	0.436399	0.520559	0.233579	1	0.125557	1	1	1	0.450547	0.541267	0.547806	1	1	0.351527	1	0.266921	1	0.526716	0.33706	0.253823	1	0.272605	0.289485	1	1	0.478825	1	1	1	1	0.487573	0.368905	0.34143	0.514209	0.347988	0.452571	0.648434	1	0.466869	0.326834	0.264546	0.46564	0.372835	0.235316	1	0.323709	1	0.615539
ubx_m49_FILTER_LEN11_48	1	0.398234	0.568368	0.506552	0.263809	1	0.471489	0.271354	1	0.539651	0.431654	1	1	1	0.53998	1	0.447948	1	0.449799	1	1	0.360354	1	0.562006	0.491706	1	1	0.606139	0.43628	0.457735	0.520332	0.347802	1	0.523898	0.441116	0.370789	1	0.48854	1	0.552932	1	0.415614	0.25788	0	0.339913	1	0.457068	0.472389	0.370516	0.450369	0.458904	1	0.557618	0.490466	0.301442	1	0.328136	1	1	1	0.484226	0.602357	0.500994	1	1	0.439047	1	0.353155	1	0.553592	0.483406	0.321577	1	0.307312	0.306504	1	1	0.558317	1	1	1	1	0.457654	0.513424	0.498822	0.472637	0.332145	0.54047	0.426509	1	0.588164	0.323923	0.202153	0.566547	0.540127	0.344237	1	0.458436	1	0.565057
ubx_m4_FILTER_LEN11_3	1	0.246755	0.391296	0.239666	0.151846	1	0.605087	0.28304	1	0.59653	0.44842	1	1	1	0.532207	1	0.577543	1	0.500289	1	1	0.356355	1	0.608552	0.473169	1	1	0.680569	0.560785	0.357847	0.640345	0.459913	1	0.549249	0.266035	0.32865	1	0.544591	1	0.621048	1	0.4003	0.418385	0.339913	0	1	0.494072	0.546885	0.464864	0.300833	0.400732	1	0.575761	0.629615	0.378839	1	0.471584	1	1	1	0.48055	0.597214	0.505585	1	1	0.465956	1	0.380631	1	0.379683	0.629276	0.236583	1	0.310679	0.190416	1	1	0.35655	1	1	1	1	0.312532	0.573298	0.567204	0.293754	0.330436	0.651515	0.371452	1	0.604759	0.398236	0.346377	0.593922	0.538565	0.488877	1	0.583115	1	0.504716
ubx_m50_FILTER_LEN11_49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m51_FILTER_LEN11_50	1	0.483464	0.421697	0.511606	0.450808	1	0.35241	0.413113	1	0.441692	0.495245	1	1	1	0.547859	1	0.476209	1	0.358467	1	1	0.283216	1	0.557193	0.405785	1	1	0.580241	0.511507	0.424715	0.479352	0.502391	1	0.478949	0.504204	0.58312	1	0.453287	1	0.473858	1	0.389282	0.391336	0.457068	0.494072	1	0	0.505449	0.321794	0.429116	0.370723	1	0.373116	0.453311	0.55053	1	0.376429	1	1	1	0.509238	0.638421	0.430149	1	1	0.444718	1	0.313114	1	0.396245	0.506379	0.390082	1	0.292861	0.384044	1	1	0.414933	1	1	1	1	0.673074	0.474396	0.219163	0.520311	0.296943	0.447253	0.60902	1	0.497767	0.540953	0.555479	0.284233	0.372204	0.39152	1	0.420099	1	0.504745
ubx_m52_FILTER_LEN11_51	1	0.417226	0.579039	0.58639	0.547242	1	0.315585	0.495091	1	0.493977	0.566583	1	1	1	0.449443	1	0.248787	1	0.432568	1	1	0.416288	1	0.438735	0.351432	1	1	0.497992	0.349836	0.386306	0.397704	0.14353	1	0.470017	0.437601	0.560828	1	0.440219	1	0.422253	1	0.36435	0.319637	0.472389	0.546885	1	0.505449	0	0.34454	0.35741	0.553572	1	0.503436	0.495402	0.475277	1	0.332444	1	1	1	0.446178	0.573	0.414953	1	1	0.516125	1	0.347906	1	0.447817	0.460411	0.471966	1	0.409844	0.514286	1	1	0.426245	1	1	1	1	0.585262	0.254673	0.396747	0.486553	0.442905	0.398398	0.614091	1	0.530589	0.434816	0.584762	0.469297	0.460972	0.361534	1	0.351498	1	0.504824
ubx_m53_FILTER_LEN11_52	1	0.529373	0.61244	0.633651	0.424127	1	0.46204	0.423159	1	0.536163	0.524385	1	1	1	0.441922	1	0.291829	1	0.346954	1	1	0.249084	1	0.610458	0.288102	1	1	0.564574	0.412015	0.273043	0.298215	0.283215	1	0.515203	0.512535	0.528659	1	0.527444	1	0.482598	1	0.332064	0.243377	0.370516	0.464864	1	0.321794	0.34454	0	0.466301	0.495799	1	0.478906	0.573696	0.393191	1	0.328837	1	1	1	0.472959	0.576865	0.500372	1	1	0.348331	1	0.338649	1	0.547264	0.318292	0.314859	1	0.241536	0.39047	1	1	0.494279	1	1	1	1	0.542181	0.3946	0.280137	0.510356	0.362089	0.241281	0.679729	1	0.544725	0.442827	0.383673	0.405205	0.484795	0.401883	1	0.390302	1	0.603413
ubx_m54_FILTER_LEN11_53	1	0.204047	0.492226	0.189992	0.448194	1	0.488976	0.35499	1	0.447929	0.318596	1	1	1	0.522529	1	0.463161	1	0.337458	1	1	0.345029	1	0.447147	0.446844	1	1	0.584319	0.345321	0.503055	0.369105	0.347869	1	0.265444	0.160749	0.336806	1	0.362632	1	0.468158	1	0.332774	0.426371	0.450369	0.300833	1	0.429116	0.35741	0.466301	0	0.505508	1	0.541712	0.46739	0.396762	1	0.406212	1	1	1	0.488153	0.5995	0.323815	1	1	0.452104	1	0.451868	1	0.288741	0.582193	0.304765	1	0.439682	0.331558	1	1	0.282358	1	1	1	1	0.553643	0.612676	0.49953	0.193377	0.427988	0.493734	0.357886	1	0.444447	0.47532	0.51458	0.516307	0.389236	0.318936	1	0.401458	1	0.53378
ubx_m55_FILTER_LEN11_54	1	0.506947	0.582351	0.472899	0.244823	1	0.535075	0.37918	1	0.425922	0.498991	1	1	1	0.398952	1	0.571964	1	0.340063	1	1	0.282032	1	0.539829	0.403976	1	1	0.625671	0.456018	0.421592	0.587801	0.52043	1	0.359009	0.461622	0.548997	1	0.546241	1	0.350531	1	0.198392	0.410894	0.458904	0.400732	1	0.370723	0.553572	0.495799	0.505508	0	1	0.352179	0.443018	0.403546	1	0.466643	1	1	1	0.547864	0.371149	0.357693	1	1	0.297651	1	0.37876	1	0.339115	0.470378	0.234662	1	0.309241	0.293524	1	1	0.371304	1	1	1	1	0.345356	0.555485	0.59406	0.450798	0.236634	0.451764	0.594871	1	0.517533	0.461619	0.359047	0.488732	0.331789	0.503889	1	0.400914	1	0.618248
ubx_m56_FILTER_LEN11_55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m57_FILTER_LEN11_56	1	0.499841	0.634616	0.619541	0.509127	1	0.502159	0.463783	1	0.555721	0.618479	1	1	1	0.473527	1	0.550125	1	0.353706	1	1	0.324591	1	0.43878	0.407017	1	1	0.527831	0.412451	0.461346	0.515994	0.515007	1	0.529939	0.501801	0.535074	1	0.583874	1	0.38918	1	0.356216	0.436399	0.557618	0.575761	1	0.373116	0.503436	0.478906	0.541712	0.352179	1	0	0.406618	0.48451	1	0.409593	1	1	1	0.661477	0.444746	0.503364	1	1	0.411556	1	0.415925	1	0.503443	0.403851	0.291979	1	0.425566	0.380303	1	1	0.536331	1	1	1	1	0.587203	0.447604	0.485017	0.54083	0.373538	0.27035	0.638196	1	0.57924	0.511801	0.557759	0.394639	0.096324	0.503982	1	0.398458	1	0.670514
ubx_m58_FILTER_LEN11_57	1	0.508582	0.40763	0.562952	0.552019	1	0.550605	0.560936	1	0.223815	0.568735	1	1	1	0.522453	1	0.526926	1	0.50725	1	1	0.539221	1	0.418942	0.302186	1	1	0.514318	0.431948	0.401148	0.363949	0.433108	1	0.399225	0.522571	0.597951	1	0.334732	1	0.389571	1	0.398754	0.520559	0.490466	0.629615	1	0.453311	0.495402	0.573696	0.46739	0.443018	1	0.406618	0	0.523449	1	0.351031	1	1	1	0.481235	0.555725	0.414933	1	1	0.457833	1	0.5918	1	0.420093	0.435073	0.525563	1	0.519621	0.494988	1	1	0.406447	1	1	1	1	0.520766	0.476546	0.552676	0.531179	0.421209	0.337951	0.67457	1	0.565093	0.48124	0.582701	0.541056	0.367976	0.344734	1	0.483182	1	0.564868
ubx_m59_FILTER_LEN11_58	1	0.460503	0.599877	0.528626	0.355773	1	0.595077	0.411384	1	0.46889	0.578496	1	1	1	0.347672	1	0.451771	1	0.458316	1	1	0.372398	1	0.400316	0.394226	1	1	0.431118	0.291315	0.388034	0.363463	0.375159	1	0.505934	0.412968	0.500416	1	0.577551	1	0.525843	1	0.396349	0.233579	0.301442	0.378839	1	0.55053	0.475277	0.393191	0.396762	0.403546	1	0.48451	0.523449	0	1	0.266506	1	1	1	0.58068	0.457496	0.499766	1	1	0.350038	1	0.45277	1	0.437508	0.364341	0.253646	1	0.338903	0.298744	1	1	0.441037	1	1	1	1	0.301231	0.454052	0.484306	0.517456	0.377134	0.467799	0.573884	1	0.555761	0.335096	0.231548	0.577493	0.386933	0.281871	1	0.446418	1	0.572796
ubx_m5_FILTER_LEN11_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m60_FILTER_LEN11_59	1	0.434688	0.343458	0.591191	0.392645	1	0.479106	0.424623	1	0.353514	0.483243	1	1	1	0.500625	1	0.397335	1	0.37276	1	1	0.284324	1	0.423234	0.366776	1	1	0.419141	0.273337	0.312862	0.385338	0.340294	1	0.427522	0.52833	0.590716	1	0.369711	1	0.523103	1	0.29444	0.125557	0.328136	0.471584	1	0.376429	0.332444	0.328837	0.406212	0.466643	1	0.409593	0.351031	0.266506	1	0	1	1	1	0.460655	0.581184	0.434301	1	1	0.332058	1	0.350864	1	0.446434	0.331808	0.299411	1	0.305353	0.321341	1	1	0.39636	1	1	1	1	0.537968	0.320482	0.395479	0.467558	0.286261	0.399867	0.6481	1	0.432733	0.355373	0.310155	0.39034	0.388689	0.24482	1	0.289119	1	0.482695
ubx_m61_FILTER_LEN11_60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m62_FILTER_LEN11_61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m63_FILTER_LEN11_62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m64_FILTER_LEN11_63	1	0.485414	0.401231	0.563309	0.324412	1	0.558817	0.455586	1	0.295868	0.56056	1	1	1	0.509556	1	0.479861	1	0.481441	1	1	0.484035	1	0.513604	0.555478	1	1	0.530266	0.498274	0.556886	0.570516	0.44375	1	0.396046	0.521282	0.527378	1	0.464424	1	0.581341	1	0.408849	0.450547	0.484226	0.48055	1	0.509238	0.446178	0.472959	0.488153	0.547864	1	0.661477	0.481235	0.58068	1	0.460655	1	1	1	0	0.582145	0.41111	1	1	0.574618	1	0.510115	1	0.5373	0.621367	0.500544	1	0.474144	0.37505	1	1	0.501139	1	1	1	1	0.346601	0.358222	0.48311	0.490487	0.373016	0.528857	0.522595	1	0.277616	0.362229	0.337106	0.544362	0.546325	0.465536	1	0.564483	1	0.300697
ubx_m65_FILTER_LEN11_64	1	0.546092	0.603921	0.633409	0.58471	1	0.579642	0.469182	1	0.466842	0.638759	1	1	1	0.271598	1	0.633851	1	0.45299	1	1	0.456051	1	0.410531	0.579537	1	1	0.43244	0.48654	0.672274	0.551886	0.504914	1	0.473904	0.481786	0.567413	1	0.65628	1	0.449979	1	0.446109	0.541267	0.602357	0.597214	1	0.638421	0.573	0.576865	0.5995	0.371149	1	0.444746	0.555725	0.457496	1	0.581184	1	1	1	0.582145	0	0.530682	1	1	0.471196	1	0.503246	1	0.495904	0.530528	0.365636	1	0.386224	0.536322	1	1	0.552365	1	1	1	1	0.343088	0.599572	0.63759	0.583841	0.533915	0.46758	0.473218	1	0.600239	0.575469	0.580864	0.451859	0.351551	0.593432	1	0.553231	1	0.612409
ubx_m66_FILTER_LEN11_65	1	0.301561	0.438477	0.285358	0.488873	1	0.547369	0.425381	1	0.415596	0.33182	1	1	1	0.480735	1	0.51157	1	0.523156	1	1	0.471266	1	0.598708	0.462371	1	1	0.533687	0.336951	0.510622	0.350515	0.453708	1	0.129202	0.267115	0.392786	1	0.377362	1	0.33684	1	0.494794	0.547806	0.500994	0.505585	1	0.430149	0.414953	0.500372	0.323815	0.357693	1	0.503364	0.414933	0.499766	1	0.434301	1	1	1	0.41111	0.530682	0	1	1	0.511818	1	0.555084	1	0.10679	0.505294	0.479787	1	0.516565	0.51657	1	1	0.199861	1	1	1	1	0.581779	0.48372	0.52919	0.291243	0.462001	0.556255	0.388231	1	0.495725	0.392238	0.54037	0.558053	0.506182	0.474431	1	0.415454	1	0.468159
ubx_m67_FILTER_LEN11_66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m68_FILTER_LEN11_67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m69_FILTER_LEN11_68	1	0.468829	0.660362	0.606311	0.31516	1	0.416572	0.480656	1	0.427976	0.648175	1	1	1	0.516231	1	0.475107	1	0.436252	1	1	0.147612	1	0.462824	0.459702	1	1	0.489593	0.340945	0.503595	0.526464	0.53795	1	0.5496	0.504688	0.575999	1	0.618233	1	0.472729	1	0.342819	0.351527	0.439047	0.465956	1	0.444718	0.516125	0.348331	0.452104	0.297651	1	0.411556	0.457833	0.350038	1	0.332058	1	1	1	0.574618	0.471196	0.511818	1	1	0	1	0.377826	1	0.491278	0.49374	0.171241	1	0.222351	0.26771	1	1	0.511165	1	1	1	1	0.312866	0.476157	0.492239	0.573878	0.36902	0.387965	0.570942	1	0.517725	0.439925	0.424528	0.403384	0.373619	0.4968	1	0.440011	1	0.638576
