	ubx_m100_FILTER_LEN11_99	ubx_m10_FILTER_LEN11_9	ubx_m11_FILTER_LEN11_10	ubx_m12_FILTER_LEN11_11	ubx_m13_FILTER_LEN11_12	ubx_m14_FILTER_LEN11_13	ubx_m15_FILTER_LEN11_14	ubx_m16_FILTER_LEN11_15	ubx_m17_FILTER_LEN11_16	ubx_m18_FILTER_LEN11_17	ubx_m19_FILTER_LEN11_18	ubx_m1_FILTER_LEN11_0	ubx_m20_FILTER_LEN11_19	ubx_m21_FILTER_LEN11_20	ubx_m22_FILTER_LEN11_21	ubx_m23_FILTER_LEN11_22	ubx_m24_FILTER_LEN11_23	ubx_m25_FILTER_LEN11_24	ubx_m26_FILTER_LEN11_25	ubx_m27_FILTER_LEN11_26	ubx_m28_FILTER_LEN11_27	ubx_m29_FILTER_LEN11_28	ubx_m2_FILTER_LEN11_1	ubx_m30_FILTER_LEN11_29	ubx_m31_FILTER_LEN11_30	ubx_m32_FILTER_LEN11_31	ubx_m33_FILTER_LEN11_32	ubx_m34_FILTER_LEN11_33	ubx_m35_FILTER_LEN11_34	ubx_m36_FILTER_LEN11_35	ubx_m37_FILTER_LEN11_36	ubx_m38_FILTER_LEN11_37	ubx_m39_FILTER_LEN11_38	ubx_m3_FILTER_LEN11_2	ubx_m40_FILTER_LEN11_39	ubx_m41_FILTER_LEN11_40	ubx_m42_FILTER_LEN11_41	ubx_m43_FILTER_LEN11_42	ubx_m44_FILTER_LEN11_43	ubx_m45_FILTER_LEN11_44	ubx_m46_FILTER_LEN11_45	ubx_m47_FILTER_LEN11_46	ubx_m48_FILTER_LEN11_47	ubx_m49_FILTER_LEN11_48	ubx_m4_FILTER_LEN11_3	ubx_m50_FILTER_LEN11_49	ubx_m51_FILTER_LEN11_50	ubx_m52_FILTER_LEN11_51	ubx_m53_FILTER_LEN11_52	ubx_m54_FILTER_LEN11_53	ubx_m55_FILTER_LEN11_54	ubx_m56_FILTER_LEN11_55	ubx_m57_FILTER_LEN11_56	ubx_m58_FILTER_LEN11_57	ubx_m59_FILTER_LEN11_58	ubx_m5_FILTER_LEN11_4	ubx_m60_FILTER_LEN11_59	ubx_m61_FILTER_LEN11_60	ubx_m62_FILTER_LEN11_61	ubx_m63_FILTER_LEN11_62	ubx_m64_FILTER_LEN11_63	ubx_m65_FILTER_LEN11_64	ubx_m66_FILTER_LEN11_65	ubx_m67_FILTER_LEN11_66	ubx_m68_FILTER_LEN11_67	ubx_m69_FILTER_LEN11_68	ubx_m6_FILTER_LEN11_5	ubx_m70_FILTER_LEN11_69	ubx_m71_FILTER_LEN11_70	ubx_m72_FILTER_LEN11_71	ubx_m73_FILTER_LEN11_72	ubx_m74_FILTER_LEN11_73	ubx_m75_FILTER_LEN11_74	ubx_m76_FILTER_LEN11_75	ubx_m77_FILTER_LEN11_76	ubx_m78_FILTER_LEN11_77	ubx_m79_FILTER_LEN11_78	ubx_m7_FILTER_LEN11_6	ubx_m80_FILTER_LEN11_79	ubx_m81_FILTER_LEN11_80	ubx_m82_FILTER_LEN11_81	ubx_m83_FILTER_LEN11_82	ubx_m84_FILTER_LEN11_83	ubx_m85_FILTER_LEN11_84	ubx_m86_FILTER_LEN11_85	ubx_m87_FILTER_LEN11_86	ubx_m88_FILTER_LEN11_87	ubx_m89_FILTER_LEN11_88	ubx_m8_FILTER_LEN11_7	ubx_m90_FILTER_LEN11_89	ubx_m91_FILTER_LEN11_90	ubx_m92_FILTER_LEN11_91	ubx_m93_FILTER_LEN11_92	ubx_m94_FILTER_LEN11_93	ubx_m95_FILTER_LEN11_94	ubx_m96_FILTER_LEN11_95	ubx_m97_FILTER_LEN11_96	ubx_m98_FILTER_LEN11_97	ubx_m99_FILTER_LEN11_98	ubx_m9_FILTER_LEN11_8
ubx_m43_FILTER_LEN11_42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m44_FILTER_LEN11_43	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m45_FILTER_LEN11_44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m46_FILTER_LEN11_45	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m47_FILTER_LEN11_46	1	1	1	1	0.574789	1	1	0.362938	1	1	0.588718	1	0.119383	1	1	0.521335	0.386419	1	0.517081	0.457826	1	1	0.701331	0.492606	0.507549	1	1	0.606121	0.397592	1	0.559382	0.308847	1	0.25606	0.304005	1	1	1	1	1	1	0	1	0.435061	0.282759	1	1	0.464413	1	0.347677	1	1	1	0.593423	0.53288	1	0.244513	1	1	1	1	0.291559	0.402463	0.457966	1	0.33992	0.42976	1	1	1	1	0.216966	0.620216	0.456901	0.343039	0.602625	0.563576	1	1	0.515735	1	1	1	1	0.426168	1	0.261837	1	1	1	1	0.340074	1	1	1	1	0.413323	1	1	1
ubx_m48_FILTER_LEN11_47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m49_FILTER_LEN11_48	1	1	1	1	0.622808	1	1	0.423006	1	1	0.511173	1	0.390427	1	1	0.531496	0.518604	1	0.664737	0.610166	1	1	0.458073	0.451151	0.465687	1	1	0.513445	0.433105	1	0.561987	0.496985	1	0.461326	0.491588	1	1	1	1	1	1	0.435061	1	0	0.468703	1	1	0.535976	1	0.42368	1	1	1	0.497334	0.685095	1	0.369312	1	1	1	1	0.413425	0.475723	0.649483	1	0.559555	0.551932	1	1	1	1	0.422906	0.601212	0.436468	0.551048	0.562058	0.601472	1	1	0.594247	1	1	1	1	0.50776	1	0.548438	1	1	1	1	0.473329	1	1	1	1	0.419669	1	1	1
ubx_m4_FILTER_LEN11_3	1	1	1	1	0.488093	1	1	0.459608	1	1	0.512102	1	0.235632	1	1	0.444761	0.410892	1	0.296655	0.391262	1	1	0.65254	0.292135	0.508045	1	1	0.612551	0.454311	1	0.62628	0.19171	1	0.407301	0.287944	1	1	1	1	1	1	0.282759	1	0.468703	0	1	1	0.439682	1	0.456332	1	1	1	0.631784	0.496915	1	0.356764	1	1	1	1	0.381866	0.466567	0.352629	1	0.489989	0.521579	1	1	1	1	0.276944	0.576602	0.545046	0.252895	0.507829	0.556505	1	1	0.457394	1	1	1	1	0.450693	1	0.313044	1	1	1	1	0.389221	1	1	1	1	0.358435	1	1	1
ubx_m50_FILTER_LEN11_49	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m51_FILTER_LEN11_50	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m52_FILTER_LEN11_51	1	1	1	1	0.404972	1	1	0.429429	1	1	0.435754	1	0.403111	1	1	0.464305	0.338117	1	0.498021	0.585053	1	1	0.617431	0.547019	0.467161	1	1	0.603807	0.441315	1	0.530525	0.487554	1	0.454292	0.541326	1	1	1	1	1	1	0.464413	1	0.535976	0.439682	1	1	0	1	0.492254	1	1	1	0.616494	0.575255	1	0.372668	1	1	1	1	0.2818	0.504934	0.348118	1	0.618789	0.628707	1	1	1	1	0.479417	0.451725	0.372724	0.60715	0.529755	0.686738	1	1	0.558793	1	1	1	1	0.54589	1	0.502745	1	1	1	1	0.466785	1	1	1	1	0.541921	1	1	1
ubx_m53_FILTER_LEN11_52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m54_FILTER_LEN11_53	1	1	1	1	0.491435	1	1	0.511571	1	1	0.472027	1	0.339698	1	1	0.453942	0.51831	1	0.581769	0.533058	1	1	0.546211	0.436214	0.508505	1	1	0.631326	0.324483	1	0.528869	0.53265	1	0.287837	0.401087	1	1	1	1	1	1	0.347677	1	0.42368	0.456332	1	1	0.492254	1	0	1	1	1	0.484954	0.528538	1	0.281561	1	1	1	1	0.410938	0.362482	0.578255	1	0.535159	0.273061	1	1	1	1	0.363639	0.59849	0.573498	0.520371	0.432047	0.473842	1	1	0.421455	1	1	1	1	0.229363	1	0.349472	1	1	1	1	0.414708	1	1	1	1	0.410264	1	1	1
ubx_m55_FILTER_LEN11_54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m56_FILTER_LEN11_55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m57_FILTER_LEN11_56	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m58_FILTER_LEN11_57	1	1	1	1	0.698564	1	1	0.194656	1	1	0.667282	1	0.430491	1	1	0.377096	0.366566	1	0.662179	0.580527	1	1	0.297255	0.614543	0.406577	1	1	0.640243	0.606563	1	0.397904	0.67088	1	0.558108	0.586802	1	1	1	1	1	1	0.593423	1	0.497334	0.631784	1	1	0.616494	1	0.484954	1	1	1	0	0.665507	1	0.450561	1	1	1	1	0.573412	0.442553	0.466123	1	0.543548	0.609899	1	1	1	1	0.505641	0.515339	0.552587	0.550448	0.272987	0.467332	1	1	0.284387	1	1	1	1	0.389641	1	0.618127	1	1	1	1	0.489269	1	1	1	1	0.606319	1	1	1
ubx_m59_FILTER_LEN11_58	1	1	1	1	0.648503	1	1	0.631234	1	1	0.622392	1	0.549968	1	1	0.587717	0.580977	1	0.384614	0.30121	1	1	0.624166	0.575741	0.645396	1	1	0.572775	0.35992	1	0.487105	0.647633	1	0.56186	0.356302	1	1	1	1	1	1	0.53288	1	0.685095	0.496915	1	1	0.575255	1	0.528538	1	1	1	0.665507	0	1	0.530319	1	1	1	1	0.553961	0.584613	0.480093	1	0.347442	0.592974	1	1	1	1	0.623889	0.713329	0.582276	0.40586	0.645253	0.693634	1	1	0.685734	1	1	1	1	0.574892	1	0.452169	1	1	1	1	0.594818	1	1	1	1	0.411484	1	1	1
ubx_m5_FILTER_LEN11_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m60_FILTER_LEN11_59	1	1	1	1	0.534326	1	1	0.410171	1	1	0.483723	1	0.201035	1	1	0.468657	0.421469	1	0.603634	0.522229	1	1	0.438999	0.51676	0.395111	1	1	0.697382	0.396264	1	0.422821	0.436639	1	0.327586	0.406512	1	1	1	1	1	1	0.244513	1	0.369312	0.356764	1	1	0.372668	1	0.281561	1	1	1	0.450561	0.530319	1	0	1	1	1	1	0.361882	0.261879	0.345672	1	0.459693	0.380821	1	1	1	1	0.283029	0.490783	0.362658	0.434609	0.34827	0.50696	1	1	0.423555	1	1	1	1	0.34864	1	0.457772	1	1	1	1	0.226757	1	1	1	1	0.381566	1	1	1
ubx_m61_FILTER_LEN11_60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m62_FILTER_LEN11_61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m63_FILTER_LEN11_62	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m64_FILTER_LEN11_63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m65_FILTER_LEN11_64	1	1	1	1	0.525061	1	1	0.458197	1	1	0.518938	1	0.223339	1	1	0.583518	0.495809	1	0.548276	0.621565	1	1	0.608297	0.444539	0.502596	1	1	0.56692	0.441735	1	0.499221	0.448731	1	0.235005	0.453118	1	1	1	1	1	1	0.291559	1	0.413425	0.381866	1	1	0.2818	1	0.410938	1	1	1	0.573412	0.553961	1	0.361882	1	1	1	1	0	0.474045	0.414811	1	0.59599	0.547932	1	1	1	1	0.332393	0.338006	0.397665	0.468191	0.52884	0.494366	1	1	0.491174	1	1	1	1	0.429006	1	0.464843	1	1	1	1	0.424019	1	1	1	1	0.540025	1	1	1
ubx_m66_FILTER_LEN11_65	1	1	1	1	0.68257	1	1	0.449082	1	1	0.599078	1	0.347049	1	1	0.561043	0.305335	1	0.679409	0.564536	1	1	0.612453	0.558565	0.411253	1	1	0.618689	0.539599	1	0.426688	0.494114	1	0.413463	0.471204	1	1	1	1	1	1	0.402463	1	0.475723	0.466567	1	1	0.504934	1	0.362482	1	1	1	0.442553	0.584613	1	0.261879	1	1	1	1	0.474045	0	0.592467	1	0.581355	0.47213	1	1	1	1	0.349442	0.534281	0.394563	0.59391	0.562359	0.529889	1	1	0.357513	1	1	1	1	0.319355	1	0.481931	1	1	1	1	0.332787	1	1	1	1	0.47061	1	1	1
ubx_m67_FILTER_LEN11_66	1	1	1	1	0.458094	1	1	0.548031	1	1	0.455651	1	0.49484	1	1	0.429602	0.451242	1	0.419339	0.26779	1	1	0.548193	0.516913	0.42183	1	1	0.538656	0.4852	1	0.487707	0.378533	1	0.544144	0.421818	1	1	1	1	1	1	0.457966	1	0.649483	0.352629	1	1	0.348118	1	0.578255	1	1	1	0.466123	0.480093	1	0.345672	1	1	1	1	0.414811	0.592467	0	1	0.551441	0.600802	1	1	1	1	0.482464	0.574144	0.606282	0.46605	0.368285	0.636016	1	1	0.558019	1	1	1	1	0.539828	1	0.526347	1	1	1	1	0.45995	1	1	1	1	0.411908	1	1	1
ubx_m68_FILTER_LEN11_67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m69_FILTER_LEN11_68	1	1	1	1	0.672755	1	1	0.447136	1	1	0.653122	1	0.435035	1	1	0.474668	0.608344	1	0.568852	0.440221	1	1	0.65799	0.511548	0.549292	1	1	0.494217	0.379107	1	0.63281	0.53599	1	0.583155	0.465789	1	1	1	1	1	1	0.33992	1	0.559555	0.489989	1	1	0.618789	1	0.535159	1	1	1	0.543548	0.347442	1	0.459693	1	1	1	1	0.59599	0.581355	0.551441	1	0	0.591959	1	1	1	1	0.411798	0.616182	0.609555	0.362529	0.570897	0.638338	1	1	0.600988	1	1	1	1	0.483066	1	0.400378	1	1	1	1	0.576516	1	1	1	1	0.506467	1	1	1
ubx_m6_FILTER_LEN11_5	1	1	1	1	0.597609	1	1	0.557902	1	1	0.52792	1	0.454043	1	1	0.533361	0.502868	1	0.603608	0.594673	1	1	0.56737	0.586601	0.538067	1	1	0.525097	0.386102	1	0.6323	0.514168	1	0.440789	0.502758	1	1	1	1	1	1	0.42976	1	0.551932	0.521579	1	1	0.628707	1	0.273061	1	1	1	0.609899	0.592974	1	0.380821	1	1	1	1	0.547932	0.47213	0.600802	1	0.591959	0	1	1	1	1	0.382379	0.55695	0.566869	0.589918	0.515676	0.659	1	1	0.459834	1	1	1	1	0.471266	1	0.453661	1	1	1	1	0.426359	1	1	1	1	0.530696	1	1	1
ubx_m70_FILTER_LEN11_69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m71_FILTER_LEN11_70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m72_FILTER_LEN11_71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m73_FILTER_LEN11_72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m74_FILTER_LEN11_73	1	1	1	1	0.555317	1	1	0.315459	1	1	0.583947	1	0.137764	1	1	0.46601	0.248988	1	0.591454	0.465416	1	1	0.672367	0.34987	0.481262	1	1	0.631828	0.527546	1	0.575459	0.220035	1	0.281382	0.339279	1	1	1	1	1	1	0.216966	1	0.422906	0.276944	1	1	0.479417	1	0.363639	1	1	1	0.505641	0.623889	1	0.283029	1	1	1	1	0.332393	0.349442	0.482464	1	0.411798	0.382379	1	1	1	1	0	0.430507	0.497796	0.442673	0.557173	0.495504	1	1	0.502962	1	1	1	1	0.477629	1	0.338507	1	1	1	1	0.339619	1	1	1	1	0.391249	1	1	1
ubx_m75_FILTER_LEN11_74	1	1	1	1	0.435321	1	1	0.459933	1	1	0.468234	1	0.466665	1	1	0.636081	0.568862	1	0.708603	0.578446	1	1	0.401467	0.371665	0.628414	1	1	0.569445	0.562304	1	0.450852	0.397262	1	0.486298	0.598237	1	1	1	1	1	1	0.620216	1	0.601212	0.576602	1	1	0.451725	1	0.59849	1	1	1	0.515339	0.713329	1	0.490783	1	1	1	1	0.338006	0.534281	0.574144	1	0.616182	0.55695	1	1	1	1	0.430507	0	0.366386	0.602089	0.515371	0.396973	1	1	0.569343	1	1	1	1	0.661102	1	0.636859	1	1	1	1	0.504169	1	1	1	1	0.517176	1	1	1
ubx_m76_FILTER_LEN11_75	1	1	1	1	0.578497	1	1	0.485987	1	1	0.529193	1	0.485424	1	1	0.533169	0.558774	1	0.453023	0.592741	1	1	0.48694	0.670783	0.541746	1	1	0.513801	0.540915	1	0.452344	0.544123	1	0.61886	0.590457	1	1	1	1	1	1	0.456901	1	0.436468	0.545046	1	1	0.372724	1	0.573498	1	1	1	0.552587	0.582276	1	0.362658	1	1	1	1	0.397665	0.394563	0.606282	1	0.609555	0.566869	1	1	1	1	0.497796	0.366386	0	0.670809	0.533154	0.464162	1	1	0.486536	1	1	1	1	0.451304	1	0.463902	1	1	1	1	0.378772	1	1	1	1	0.598067	1	1	1
ubx_m77_FILTER_LEN11_76	1	1	1	1	0.564649	1	1	0.398507	1	1	0.552744	1	0.348947	1	1	0.532519	0.520651	1	0.538087	0.486139	1	1	0.536712	0.499755	0.57273	1	1	0.526111	0.487945	1	0.575466	0.369993	1	0.479347	0.371368	1	1	1	1	1	1	0.343039	1	0.551048	0.252895	1	1	0.60715	1	0.520371	1	1	1	0.550448	0.40586	1	0.434609	1	1	1	1	0.468191	0.59391	0.46605	1	0.362529	0.589918	1	1	1	1	0.442673	0.602089	0.670809	0	0.573251	0.648096	1	1	0.485049	1	1	1	1	0.352294	1	0.396038	1	1	1	1	0.564653	1	1	1	1	0.301191	1	1	1
ubx_m78_FILTER_LEN11_77	1	1	1	1	0.606576	1	1	0.463953	1	1	0.535682	1	0.442998	1	1	0.303639	0.523251	1	0.639299	0.52296	1	1	0.250803	0.562614	0.492169	1	1	0.576898	0.450176	1	0.363155	0.520719	1	0.482424	0.564397	1	1	1	1	1	1	0.602625	1	0.562058	0.507829	1	1	0.529755	1	0.432047	1	1	1	0.272987	0.645253	1	0.34827	1	1	1	1	0.52884	0.562359	0.368285	1	0.570897	0.515676	1	1	1	1	0.557173	0.515371	0.533154	0.573251	0	0.515702	1	1	0.394415	1	1	1	1	0.358903	1	0.500994	1	1	1	1	0.53561	1	1	1	1	0.507585	1	1	1
ubx_m79_FILTER_LEN11_78	1	1	1	1	0.624121	1	1	0.538457	1	1	0.514549	1	0.547857	1	1	0.707639	0.626645	1	0.695801	0.661761	1	1	0.622878	0.446466	0.62187	1	1	0.581531	0.561894	1	0.683721	0.579756	1	0.55172	0.527126	1	1	1	1	1	1	0.563576	1	0.601472	0.556505	1	1	0.686738	1	0.473842	1	1	1	0.467332	0.693634	1	0.50696	1	1	1	1	0.494366	0.529889	0.636016	1	0.638338	0.659	1	1	1	1	0.495504	0.396973	0.464162	0.648096	0.515702	0	1	1	0.353637	1	1	1	1	0.458886	1	0.550338	1	1	1	1	0.539908	1	1	1	1	0.599862	1	1	1
ubx_m7_FILTER_LEN11_6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m80_FILTER_LEN11_79	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
ubx_m81_FILTER_LEN11_80	1	1	1	1	0.522356	1	1	0.436625	1	1	0.534372	1	0.461839	1	1	0.425155	0.54523	1	0.69257	0.683205	1	1	0.449981	0.511588	0.430055	1	1	0.597687	0.513315	1	0.515972	0.509941	1	0.547493	0.479648	1	1	1	1	1	1	0.515735	1	0.594247	0.457394	1	1	0.558793	1	0.421455	1	1	1	0.284387	0.685734	1	0.423555	1	1	1	1	0.491174	0.357513	0.558019	1	0.600988	0.459834	1	1	1	1	0.502962	0.569343	0.486536	0.485049	0.394415	0.353637	1	1	0	1	1	1	1	0.37412	1	0.313786	1	1	1	1	0.44814	1	1	1	1	0.438861	1	1	1
ubx_m82_FILTER_LEN11_81	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
